orderid,mkt,itemcode,amount,curcode
12067,XHAM,4140,14.077905,TND
12068,XHAM,1077,56.806755,TRY
12069,XHAM,8668,9.150915,TMT
12070,XHAM,2251,25.873743,USD
12071,XHAM,39,93.06734,AUD
12072,XHAM,682,54.41173,UGX
12073,XHAM,3707,24.17337,UAH
12074,XHAM,1725,14.447333,AED
12075,XHAM,1155,63.423805,GBP
12076,XHAM,3126,58.46231,USD
12077,XHAM,1974,39.14163,USD
12078,XHAM,4226,91.67562,USN
12079,XHAM,4592,22.159718,UYU
12080,XHAM,2516,56.456203,UYI
12081,XHAM,7245,83.129005,UYW
12082,XHAM,2228,87.35165,UZS
12083,XHAM,7188,86.30153,VUV
12084,XHAM,6493,6.17305,VES
12085,XHAM,7226,61.18224,VND
12086,XHAM,5047,75.389145,USD
12087,XHAM,4312,58.39613,USD
12088,XHAM,3661,53.982002,XPF
12089,XHAM,3583,60.60369,MAD
12090,XHAM,8896,88.116356,YER
12091,XHAM,4000,61.92875,ZMW
12092,XHAM,2532,18.488127,ZWL
12093,XHAM,490,30.185152,XBA
12094,XHAM,3549,67.97478,XBB
12095,XHAM,6629,44.40752,XBC
12096,XHAM,7932,9.36849,XBD
12097,XHAM,2268,64.57846,XTS
12098,XHAM,5564,55.809772,XXX
12099,XHAM,8835,88.84185,XAU
12100,XHAM,4051,93.55861,XPD
12101,XHAM,5740,87.389824,XPT
12102,XHAM,5839,56.819386,XAG
12103,XHAM,7594,43.644608,AFA
12104,XHAM,2230,24.018816,FIM
12105,XHAM,4276,15.013603,ALK
12106,XHAM,7445,31.109215,ADP
12107,XHAM,1160,44.36045,ESP
12108,XHAM,6549,61.874573,FRF
12109,XHAM,3746,24.560987,AOK
12110,XHAM,3949,10.240724,AON
12111,XHAM,2436,27.97924,AOR
12112,XHAM,8023,66.914024,ARA
12113,XHAM,1346,8.486814,ARP
12114,XHAM,5442,43.345676,ARY
12115,XHAM,6875,2.3823426,RUR
12116,XHAM,2782,33.98004,ATS
12117,XHAM,1560,15.849536,AYM
12118,XHAM,2253,80.7522,AZM
12119,XHAM,8383,76.67073,RUR
12120,XHAM,9547,5.2500367,BYB
12121,XHAM,7699,78.363365,BYR
12122,XHAM,8229,90.41904,RUR
12123,XHAM,5221,44.470806,BEC
12124,XHAM,5295,74.988594,BEF
12125,XHAM,3053,80.98027,BEL
12126,XHAM,4775,11.213985,BOP
12127,XHAM,6420,89.30137,BAD
12128,XHAM,2882,46.44527,BRB
12129,XHAM,2742,58.722507,BRC
12130,XHAM,4876,82.05967,BRE
12131,XHAM,9483,31.737574,BRN
12132,XHAM,1239,53.476974,BRR
12133,XHAM,2555,39.12873,BGJ
12134,XHAM,2649,29.57279,BGK
12135,XHAM,7948,8.778666,BGL
12136,XHAM,6253,75.6647,BUK
12137,XHAM,3510,14.674765,HRD
12138,XHAM,3139,29.605719,HRK
12139,XHAM,4300,1.5943619,CYP
12140,XHAM,6401,42.99242,CSJ
12141,XHAM,8491,99.649734,CSK
12142,XHAM,9360,74.686066,ECS
12143,XHAM,459,75.92097,ECV
12144,XHAM,7349,92.68787,GQE
12145,XHAM,5646,67.438034,EEK
12146,XHAM,9466,84.479546,XEU
12147,XHAM,7031,97.62773,FIM
12148,XHAM,748,30.772125,FRF
12149,XHAM,9003,50.237644,FRF
12150,XHAM,5718,98.08758,FRF
12151,XHAM,8715,52.79197,GEK
12152,XHAM,3043,37.08181,RUR
12153,XHAM,3964,8.766828,DDM
12154,XHAM,1459,38.51533,DEM
12155,XHAM,4226,4.163975,GHC
12156,XHAM,2094,64.68094,GHP
12157,XHAM,1188,51.78215,GRD
12158,XHAM,5886,27.087173,FRF
12159,XHAM,1526,35.96346,GNE
12160,XHAM,7467,50.594284,GNS
12161,XHAM,9136,66.97646,GWE
12162,XHAM,7895,51.373173,GWP
12163,XHAM,2455,87.46287,ITL
12164,XHAM,7407,19.365902,ISJ
12165,XHAM,7288,22.448786,IEP
12166,XHAM,8986,61.91946,ILP
12167,XHAM,8098,87.21714,ILR
12168,XHAM,1906,47.68799,ITL
12169,XHAM,5713,42.217342,RUR
12170,XHAM,8659,69.29747,RUR
12171,XHAM,4168,14.149682,LAJ
12172,XHAM,7565,93.74355,LVL
12173,XHAM,8614,48.6434,LVR
12174,XHAM,4455,92.61745,LSM
12175,XHAM,8385,5.1753225,ZAL
12176,XHAM,9973,35.3754,LTL
12177,XHAM,8684,85.4717,LTT
12178,XHAM,6845,52.809505,LUC
12179,XHAM,9185,76.08919,LUF
12180,XHAM,5150,48.81261,LUL
12181,XHAM,1121,35.43627,MGF
12182,XHAM,499,49.748898,MWK
12183,XHAM,5209,23.463129,MVQ
12184,XHAM,2209,62.188087,MLF
12185,XHAM,2598,49.284557,MTL
12186,XHAM,6987,70.023224,MTP
12187,XHAM,3536,9.071325,FRF
12188,XHAM,5726,4.530221,MRO
12189,XHAM,7399,89.487434,FRF
12190,XHAM,5187,19.226133,MXP
12191,XHAM,2709,91.94727,RUR
12192,XHAM,215,55.90433,FRF
12193,XHAM,6726,63.566547,MZE
12194,XHAM,1873,40.144016,MZM
12195,XHAM,7127,29.623047,NLG
12196,XHAM,9769,16.441189,ANG
12197,XHAM,6504,86.06731,NIC
12198,XHAM,8944,3.9697425,PEH
12199,XHAM,1592,2.6771753,PEI
12200,XHAM,3191,94.11078,PEN
12201,XHAM,6536,96.70914,PES
12202,XHAM,5209,28.584152,PLZ
12203,XHAM,494,85.38974,PTE
12204,XHAM,5424,23.423449,FRF
12205,XHAM,2065,65.305244,ROK
12206,XHAM,2785,94.18598,ROL
12207,XHAM,6413,32.256626,RON
12208,XHAM,7416,35.414707,RUR
12209,XHAM,2958,18.93908,FRF
12210,XHAM,4301,6.4790716,FRF
12211,XHAM,4521,85.09348,FRF
12212,XHAM,1680,75.60607,ITL
12213,XHAM,7009,66.617935,STD
12214,XHAM,8669,31.523195,CSD
12215,XHAM,6960,88.25236,EUR
12216,XHAM,2631,4.121254,SKK
12217,XHAM,2104,54.378975,SIT
12218,XHAM,3882,88.21782,ZAL
12219,XHAM,7393,6.589146,SDG
12220,XHAM,2825,13.186587,RHD
12221,XHAM,7469,66.510704,ESA
12222,XHAM,7605,82.610634,ESB
12223,XHAM,7393,76.15223,ESP
12224,XHAM,3922,37.73622,SDD
12225,XHAM,7872,43.60597,SDP
12226,XHAM,4706,68.54085,SRG
12227,XHAM,5127,57.819603,SZL
12228,XHAM,538,62.711422,CHC
12229,XHAM,4502,67.396866,RUR
12230,XHAM,2245,98.24921,TJR
12231,XHAM,4972,31.194258,IDR
12232,XHAM,4645,47.53966,TPE
12233,XHAM,4369,3.2301373,TRL
12234,XHAM,2006,46.06948,TRY
12235,XHAM,5275,84.15441,RUR
12236,XHAM,6291,8.505147,TMM
12237,XHAM,5880,6.8552127,UGS
12238,XHAM,1218,57.81987,UGW
12239,XHAM,6670,36.459393,UAK
12240,XHAM,1881,68.476166,SUR
12241,XHAM,9984,81.85528,USS
12242,XHAM,3932,32.169914,UYN
12243,XHAM,3736,64.90681,UYP
12244,XHAM,3107,2.586703,RUR
12245,XHAM,5469,77.35335,VEB
12246,XHAM,2435,98.89804,VEF
12247,XHAM,9124,54.325493,VEF
12248,XHAM,1849,89.239395,VEF
12249,XHAM,3978,70.53525,VNC
12250,XHAM,5122,82.82668,YDD
12251,XHAM,8035,96.08658,YUD
12252,XHAM,1543,92.79235,YUM
12253,XHAM,4523,14.673055,YUN
12254,XHAM,1004,37.167416,ZRN
12255,XHAM,7811,82.10501,ZRZ
12256,XHAM,5560,1.9950829,ZMK
12257,XHAM,6627,92.8387,ZWC
12258,XHAM,815,99.324684,ZWD
12259,XHAM,3819,14.854686,ZWD
12260,XHAM,992,51.53442,ZWN
12261,XHAM,552,60.432873,ZWR
12262,XHAM,3794,25.914831,XFO
12263,XHAM,6227,76.704544,XRE
12264,XHAM,4033,35.069168,XFU
12265,XHAN,9639,75.214264,AFN
12266,XHAN,9577,80.82453,EUR
12267,XHAN,6579,76.91631,ALL
12268,XHAN,1352,2.3939116,DZD
12269,XHAN,177,16.161942,USD
12270,XHAN,6877,93.18323,EUR
12271,XHAN,5083,35.648396,AOA
12272,XHAN,9058,22.895144,XCD
12273,XHAN,4438,55.53939,XCD
12274,XHAN,6162,85.034454,ARS
12275,XHAN,8126,23.312983,AMD
12276,XHAN,446,20.599333,AWG
12277,XHAN,4640,74.05178,AUD
12278,XHAN,5051,41.032143,EUR
12279,XHAN,718,74.47852,AZN
12280,XHAN,4949,27.100348,BSD
12281,XHAN,9716,11.185501,BHD
12282,XHAN,3756,26.836073,BDT
12283,XHAN,4908,75.50197,BBD
12284,XHAN,4778,84.413414,BYN
12285,XHAN,5732,48.22032,EUR
12286,XHAN,7302,18.854809,BZD
12287,XHAN,3741,97.10828,XOF
12288,XHAN,1497,35.309177,BMD
12289,XHAN,9658,29.704664,INR
12290,XHAN,1972,35.78946,BTN
12291,XHAN,7838,39.24973,BOB
12292,XHAN,1111,26.288801,BOV
12293,XHAN,2878,22.235867,USD
12294,XHAN,6362,68.9623,BAM
12295,XHAN,5112,2.1368558,BWP
12296,XHAN,4845,13.879826,NOK
12297,XHAN,1729,64.720665,BRL
12298,XHAN,9434,14.421618,USD
12299,XHAN,6572,86.793236,BND
12300,XHAN,1813,53.899307,BGN
12301,XHAN,5614,90.47257,XOF
12302,XHAN,5682,15.574903,BIF
12303,XHAN,2393,36.89188,CVE
12304,XHAN,4527,9.355037,KHR
12305,XHAN,5507,94.152565,XAF
12306,XHAN,6417,54.634945,CAD
12307,XHAN,2300,52.690956,KYD
12308,XHAN,1920,24.38911,XAF
12309,XHAN,3476,99.966415,XAF
12310,XHAN,9781,34.711163,CLP
12311,XHAN,9477,25.732468,CLF
12312,XHAN,2407,81.97846,CNY
12313,XHAN,2693,37.91116,AUD
12314,XHAN,4760,79.03535,AUD
12315,XHAN,5279,15.174624,COP
12316,XHAN,3046,41.50317,COU
12317,XHAN,7474,88.249756,KMF
12318,XHAN,5937,4.804474,CDF
12319,XHAN,4173,24.979214,XAF
12320,XHAN,2695,92.249886,NZD
12321,XHAN,9813,37.258373,CRC
12322,XHAN,4399,32.202076,XOF
12323,XHAN,9626,42.26953,HRK
12324,XHAN,9891,37.304928,CUP
12325,XHAN,4123,11.824554,CUC
12326,XHAN,4060,91.741104,ANG
12327,XHAN,7540,37.431858,EUR
12328,XHAN,9982,93.14392,CZK
12329,XHAN,4726,13.838575,DKK
12330,XHAN,7713,40.03699,DJF
12331,XHAN,9572,45.359375,XCD
12332,XHAN,3391,29.821545,DOP
12333,XHAN,5978,10.84947,USD
12334,XHAN,9698,84.55489,EGP
12335,XHAN,5996,19.651491,SVC
12336,XHAN,344,75.84768,USD
12337,XHAN,293,62.37268,XAF
12338,XHAN,305,24.76683,ERN
12339,XHAN,2406,29.302563,EUR
12340,XHAN,8716,25.329342,SZL
12341,XHAN,196,98.87409,ETB
12342,XHAN,3749,50.566055,EUR
12343,XHAN,5733,70.32876,FKP
12344,XHAN,9261,39.53281,DKK
12345,XHAN,9006,19.063505,FJD
12346,XHAN,4124,23.544367,EUR
12347,XHAN,5268,67.93856,EUR
12348,XHAN,6509,46.931385,EUR
12349,XHAN,4793,18.163511,XPF
12350,XHAN,4925,46.6784,EUR
12351,XHAN,523,69.54655,XAF
12352,XHAN,5450,6.4267254,GMD
12353,XHAN,6374,62.243454,GEL
12354,XHAN,5709,90.27352,EUR
12355,XHAN,2107,33.33375,GHS
12356,XHAN,4565,95.70016,GIP
12357,XHAN,9788,9.371558,EUR
12358,XHAN,4397,78.072975,DKK
12359,XHAN,5809,90.87925,XCD
12360,XHAN,7765,98.540985,EUR
12361,XHAN,5753,76.075264,USD
12362,XHAN,550,1.9893414,GTQ
12363,XHAN,1255,75.469734,GBP
12364,XHAN,7910,47.699585,GNF
12365,XHAN,1999,4.7228985,XOF
12366,XHAN,5942,64.395676,GYD
12367,XHAN,5517,64.22113,HTG
12368,XHAN,4458,12.051263,USD
12369,XHAN,583,36.217445,AUD
12370,XHAN,7170,45.03643,EUR
12371,XHAN,2449,89.085144,HNL
12372,XHAN,9020,47.79115,HKD
12373,XHAN,8007,33.047527,HUF
12374,XHAN,5312,98.654015,ISK
12375,XHAN,8770,0.5630749,INR
12376,XHAN,4142,12.269131,IDR
12377,XHAN,5515,5.1455135,XDR
12378,XHAN,3161,47.521976,IRR
12379,XHAN,8938,74.54338,IQD
12380,XHAN,255,99.00892,EUR
12381,XHAN,8134,94.11764,GBP
12382,XHAN,5704,22.820375,ILS
12383,XHAN,8078,62.826427,EUR
12384,XHAN,7809,23.845423,JMD
12385,XHAN,3458,56.013355,JPY
12386,XHAN,739,23.123018,GBP
12387,XHAN,9862,74.70931,JOD
12388,XHAN,2436,29.610365,KZT
12389,XHAN,9051,20.366314,KES
12390,XHAN,8176,93.44397,AUD
12391,XHAN,5634,61.96538,KPW
12392,XHAN,3968,18.64785,KRW
12393,XHAN,8717,99.804436,KWD
12394,XHAN,4658,90.32215,KGS
12395,XHAN,6375,25.366817,LAK
12396,XHAN,6611,5.513449,EUR
12397,XHAN,6682,93.919334,LBP
12398,XHAN,8048,78.484726,LSL
12399,XHAN,9065,32.285072,ZAR
12400,XHAN,3058,10.027928,LRD
12401,XHAN,8360,42.161453,LYD
12402,XHAN,5418,91.04113,CHF
12403,XHAN,64,42.954517,EUR
12404,XHAN,7561,45.025642,EUR
12405,XHAN,1974,1.9138284,MOP
12406,XHAN,3581,15.473935,MKD
12407,XHAN,4832,67.178,MGA
12408,XHAN,141,97.39599,MWK
12409,XHAN,901,69.973885,MYR
12410,XHAN,9747,56.743496,MVR
12411,XHAN,6240,77.92688,XOF
12412,XHAN,4618,68.52411,EUR
12413,XHAN,498,20.569567,USD
12414,XHAN,9948,97.47189,EUR
12415,XHAN,2842,18.468452,MRU
12416,XHAN,2959,47.763016,MUR
12417,XHAN,8811,99.41348,EUR
12418,XHAN,9585,23.473688,XUA
12419,XHAN,4400,13.209252,MXN
12420,XHAN,7240,86.551414,MXV
12421,XHAN,5330,97.045975,USD
12422,XHAN,6955,62.30458,MDL
12423,XHAN,1587,94.47343,EUR
12424,XHAN,5791,88.252754,MNT
12425,XHAN,5024,89.56013,EUR
12426,XHAN,7635,77.0704,XCD
12427,XHAN,7031,60.621536,MAD
12428,XHAN,8702,3.6528559,MZN
12429,XHAN,455,5.0374446,MMK
12430,XHAN,2568,36.2611,NAD
12431,XHAN,7311,70.22843,ZAR
12432,XHAN,5805,43.723053,AUD
12433,XHAN,928,53.787197,NPR
12434,XHAN,4511,14.744168,EUR
12435,XHAN,1527,29.789759,XPF
12436,XHAN,2177,47.310688,NZD
12437,XHAN,5458,87.09498,NIO
12438,XHAN,6904,98.60648,XOF
12439,XHAN,6400,11.295211,NGN
12440,XHAN,4122,26.513174,NZD
12441,XHAN,6804,54.19359,AUD
12442,XHAN,432,46.42791,USD
12443,XHAN,5645,35.79479,NOK
12444,XHAN,1700,16.228825,OMR
12445,XHAN,4531,7.3265576,PKR
12446,XHAN,5806,13.259054,USD
12447,XHAN,6467,47.934357,PAB
12448,XHAN,9802,14.21643,USD
12449,XHAN,98,65.63922,PGK
12450,XHAN,7653,6.514367,PYG
12451,XHAN,6262,53.80768,PEN
12452,XHAN,5208,49.808132,PHP
12453,XHAN,2986,14.820047,NZD
12454,XHAN,9957,8.293408,PLN
12455,XHAN,4968,15.768971,EUR
12456,XHAN,1419,35.31206,USD
12457,XHAN,9498,1.6536103,QAR
12458,XHAN,7080,90.769844,EUR
12459,XHAN,2490,64.560425,RON
12460,XHAN,2380,76.78343,RUB
12461,XHAN,555,60.688923,RWF
12462,XHAN,3164,43.634274,EUR
12463,XHAN,7406,28.20197,SHP
12464,XHAN,6449,67.94224,XCD
12465,XHAN,647,93.555756,XCD
12466,XHAN,6038,0.30691713,EUR
12467,XHAN,5638,51.22209,EUR
12468,XHAN,9574,95.6275,XCD
12469,XHAN,518,54.822372,WST
12470,XHAN,2099,23.828102,EUR
12471,XHAN,9927,12.898984,STN
12472,XHAN,2271,28.684124,SAR
12473,XHAN,8437,45.36694,XOF
12474,XHAN,6390,51.21597,RSD
12475,XHAN,9706,50.19843,SCR
12476,XHAN,5056,67.93014,SLL
12477,XHAN,3732,64.41271,SGD
12478,XHAN,2876,1.6681136,ANG
12479,XHAN,5696,91.602455,XSU
12480,XHAN,1341,4.281508,EUR
12481,XHAN,1401,97.3204,EUR
12482,XHAN,5982,44.43903,SBD
12483,XHAN,327,54.462246,SOS
12484,XHAN,5857,52.770454,ZAR
12485,XHAN,4277,0.6102546,SSP
12486,XHAN,8169,68.102264,EUR
12487,XHAN,9019,56.23883,LKR
12488,XHAN,15,9.354842,SDG
12489,XHAN,1734,33.2391,SRD
12490,XHAN,3710,32.593884,NOK
12491,XHAN,2663,50.167034,SEK
12492,XHAN,1429,20.076496,CHF
12493,XHAN,7973,72.05409,CHE
12494,XHAN,3392,35.20565,CHW
12495,XHAN,9477,37.630314,SYP
12496,XHAN,1673,84.66932,TWD
12497,XHAN,1471,82.942924,TJS
12498,XHAN,8897,47.618126,TZS
12499,XHAN,732,36.058853,THB
12500,XHAN,3333,93.690926,USD
12501,XHAN,7876,76.25424,XOF
12502,XHAN,2607,25.222647,NZD
12503,XHAN,2455,76.757225,TOP
12504,XHAN,6079,58.66488,TTD
12505,XHAN,4787,82.221924,TND
12506,XHAN,2814,1.6577544,TRY
12507,XHAN,58,28.695845,TMT
12508,XHAN,3053,47.625057,USD
12509,XHAN,4258,71.854126,AUD
12510,XHAN,9405,79.48942,UGX
12511,XHAN,8354,88.56177,UAH
12512,XHAN,2699,38.29577,AED
12513,XHAN,4853,16.844194,GBP
12514,XHAN,213,86.811874,USD
12515,XHAN,7876,32.925037,USD
12516,XHAN,5721,33.758488,USN
12517,XHAN,5208,18.37104,UYU
12518,XHAN,6023,56.8065,UYI
12519,XHAN,8123,60.91944,UYW
12520,XHAN,6327,97.49142,UZS
12521,XHAN,800,1.6454549,VUV
12522,XHAN,1994,27.797382,VES
12523,XHAN,5978,7.9392943,VND
12524,XHAN,3405,93.554085,USD
12525,XHAN,2163,76.46105,USD
12526,XHAN,8783,10.381725,XPF
12527,XHAN,193,54.958313,MAD
12528,XHAN,4779,66.113976,YER
12529,XHAN,3218,94.30991,ZMW
12530,XHAN,3131,67.92753,ZWL
12531,XHAN,4645,22.414095,XBA
12532,XHAN,8364,89.39296,XBB
12533,XHAN,6345,59.473774,XBC
12534,XHAN,2659,13.244914,XBD
12535,XHAN,9607,28.364977,XTS
12536,XHAN,4737,90.77761,XXX
12537,XHAN,6671,47.77321,XAU
12538,XHAN,5604,9.170217,XPD
12539,XHAN,1266,37.61433,XPT
12540,XHAN,8736,54.92567,XAG
12541,XHAN,4536,48.40482,AFA
12542,XHAN,1852,59.80229,FIM
12543,XHAN,2256,33.063156,ALK
12544,XHAN,7553,33.7576,ADP
12545,XHAN,6971,84.92746,ESP
12546,XHAN,1266,26.578356,FRF
12547,XHAN,7981,78.606514,AOK
12548,XHAN,6370,84.68472,AON
12549,XHAN,6698,50.04864,AOR
12550,XHAN,1997,79.799995,ARA
12551,XHAN,100,83.04208,ARP
12552,XHAN,643,7.341548,ARY
12553,XHAN,3119,90.90419,RUR
12554,XHAN,2175,39.7707,ATS
12555,XHAN,9369,88.86234,AYM
12556,XHAN,9156,40.48091,AZM
12557,XHAN,8121,70.740845,RUR
12558,XHAN,3468,13.799134,BYB
12559,XHAN,3961,44.989346,BYR
12560,XHAN,4097,83.16496,RUR
12561,XHAN,4246,79.412506,BEC
12562,XHAN,6383,95.05474,BEF
12563,XHAN,2854,72.90017,BEL
12564,XHAN,9080,93.96788,BOP
12565,XHAN,4490,75.76241,BAD
12566,XHAN,5126,10.743199,BRB
12567,XHAN,1522,7.3134546,BRC
12568,XHAN,9869,22.308641,BRE
12569,XHAN,6174,93.95236,BRN
12570,XHAN,6022,22.146667,BRR
12571,XHAN,3895,12.101341,BGJ
12572,XHAN,1628,94.04627,BGK
12573,XHAN,6159,97.21885,BGL
12574,XHAN,1957,30.023521,BUK
12575,XHAN,6664,39.620987,HRD
12576,XHAN,6026,6.2166276,HRK
12577,XHAN,1928,40.924194,CYP
12578,XHAN,5387,97.34562,CSJ
12579,XHAN,3821,75.52342,CSK
12580,XHAN,6334,33.88125,ECS
12581,XHAN,424,64.16956,ECV
12582,XHAN,5212,25.84851,GQE
12583,XHAN,3356,39.93127,EEK
12584,XHAN,7906,4.0706525,XEU
12585,XHAN,8866,61.382595,FIM
12586,XHAN,5793,54.7578125,FRF
12587,XHAN,3004,98.34828,FRF
12588,XHAN,647,59.906136,FRF
12589,XHAN,135,23.082718,GEK
12590,XHAN,2197,16.401424,RUR
12591,XHAN,5856,20.414042,DDM
12592,XHAN,9883,46.465263,DEM
12593,XHAN,2197,89.186775,GHC
12594,XHAN,7283,79.17378,GHP
12595,XHAN,7072,7.402383,GRD
12596,XHAN,3201,97.662796,FRF
12597,XHAN,2166,31.352982,GNE
12598,XHAN,2312,41.385693,GNS
12599,XHAN,722,64.864815,GWE
12600,XHAN,6363,37.305077,GWP
12601,XHAN,481,72.97457,ITL
12602,XHAN,6016,7.377083,ISJ
12603,XHAN,4849,41.064262,IEP
12604,XHAN,8524,41.56156,ILP
12605,XHAN,8156,88.84164,ILR
12606,XHAN,3712,78.91576,ITL
12607,XHAN,6843,33.55134,RUR
12608,XHAN,8208,35.72862,RUR
12609,XHAN,5382,6.9450965,LAJ
12610,XHAN,5280,97.83567,LVL
12611,XHAN,4187,90.36068,LVR
12612,XHAN,1163,57.432,LSM
12613,XHAN,7086,30.391588,ZAL
12614,XHAN,8373,70.13883,LTL
12615,XHAN,1302,63.45278,LTT
12616,XHAN,2477,76.978424,LUC
12617,XHAN,3098,19.586098,LUF
12618,XHAN,4449,88.33597,LUL
12619,XHAN,5500,53.12566,MGF
12620,XHAN,8492,12.981458,MWK
12621,XHAN,9897,11.897473,MVQ
12622,XHAN,2296,93.15874,MLF
12623,XHAN,2893,26.560783,MTL
12624,XHAN,9213,69.4878,MTP
12625,XHAN,2312,15.233117,FRF
12626,XHAN,5119,22.457838,MRO
12627,XHAN,1336,25.665512,FRF
12628,XHAN,1870,53.52537,MXP
12629,XHAN,6794,42.009968,RUR
12630,XHAN,4712,72.576996,FRF
12631,XHAN,9208,76.3025,MZE
12632,XHAN,8286,43.59871,MZM
12633,XHAN,9089,1.1899484,NLG
12634,XHAN,6148,55.02252,ANG
12635,XHAN,6725,32.920555,NIC
12636,XHAN,6265,81.4714,PEH
12637,XHAN,4873,34.33333,PEI
12638,XHAN,2352,2.0349495,PEN
12639,XHAN,4949,17.67846,PES
12640,XHAN,1919,52.37122,PLZ
12641,XHAN,4987,38.499504,PTE
12642,XHAN,2218,4.9101925,FRF
12643,XHAN,3536,14.990525,ROK
12644,XHAN,9856,75.26749,ROL
12645,XHAN,7026,9.18394,RON
12646,XHAN,7657,70.229126,RUR
12647,XHAN,5407,34.840324,FRF
12648,XHAN,1638,95.57189,FRF
12649,XHAN,9936,23.546236,FRF
12650,XHAN,255,51.86549,ITL
12651,XHAN,8884,30.491611,STD
12652,XHAN,595,52.192318,CSD
12653,XHAN,1496,46.97852,EUR
12654,XHAN,5315,22.96297,SKK
12655,XHAN,3682,2.1324344,SIT
12656,XHAN,2881,5.336224,ZAL
12657,XHAN,6850,2.3220673,SDG
12658,XHAN,2819,48.283512,RHD
12659,XHAN,5526,21.61525,ESA
12660,XHAN,623,42.02401,ESB
12661,XHAN,4776,31.144768,ESP
12662,XHAN,2374,91.273285,SDD
12663,XHAN,7697,70.59674,SDP
12664,XHAN,8137,9.828782,SRG
12665,XHAN,6478,58.12399,SZL
12666,XHAN,4302,48.263203,CHC
12667,XHAN,9858,7.450052,RUR
12668,XHAN,4979,6.184206,TJR
12669,XHAN,6737,15.101038,IDR
12670,XHAN,3979,39.723236,TPE
12671,XHAN,6785,1.0698985,TRL
12672,XHAN,143,84.92086,TRY
12673,XHAN,1275,5.5910087,RUR
12674,XHAN,3902,93.73349,TMM
12675,XHAN,4276,22.114464,UGS
12676,XHAN,2401,15.6447115,UGW
12677,XHAN,5224,73.30805,UAK
12678,XHAN,216,32.355995,SUR
12679,XHAN,9441,27.147356,USS
12680,XHAN,2757,48.018124,UYN
12681,XHAN,7428,32.936565,UYP
12682,XHAN,629,20.457668,RUR
12683,XHAN,1004,73.132805,VEB
12684,XHAN,8189,36.323997,VEF
12685,XHAN,5386,56.950314,VEF
12686,XHAN,5836,38.08109,VEF
12687,XHAN,2838,83.17649,VNC
12688,XHAN,531,74.87729,YDD
12689,XHAN,3413,74.42119,YUD
12690,XHAN,9432,58.45364,YUM
12691,XHAN,2966,36.63139,YUN
12692,XHAN,765,1.7542077,ZRN
12693,XHAN,4432,22.44514,ZRZ
12694,XHAN,2979,62.74046,ZMK
12695,XHAN,2376,23.4345,ZWC
12696,XHAN,2374,93.79749,ZWD
12697,XHAN,3785,22.06839,ZWD
12698,XHAN,8837,55.750225,ZWN
12699,XHAN,8166,17.72506,ZWR
12700,XHAN,896,25.217506,XFO
12701,XHAN,525,54.33278,XRE
12702,XHAN,210,76.8084,XFU
12703,XMUN,9738,90.52681,AFN
12704,XMUN,4702,12.459779,EUR
12705,XMUN,5586,10.472419,ALL
12706,XMUN,3490,46.813965,DZD
12707,XMUN,3781,95.00557,USD
12708,XMUN,4088,24.760868,EUR
12709,XMUN,9043,83.06457,AOA
12710,XMUN,868,55.337593,XCD
12711,XMUN,1512,6.1325893,XCD
12712,XMUN,8041,0.7552698,ARS
12713,XMUN,4884,54.998474,AMD
12714,XMUN,7199,26.61177,AWG
12715,XMUN,6724,71.86297,AUD
12716,XMUN,2786,28.741142,EUR
12717,XMUN,5829,74.74975,AZN
12718,XMUN,5875,58.598934,BSD
12719,XMUN,1359,11.119338,BHD
12720,XMUN,7640,0.013245223,BDT
12721,XMUN,2529,23.084259,BBD
12722,XMUN,9030,73.88123,BYN
12723,XMUN,5380,85.01008,EUR
12724,XMUN,5196,57.276382,BZD
12725,XMUN,7720,69.654434,XOF
12726,XMUN,9802,38.439392,BMD
12727,XMUN,6995,13.311904,INR
12728,XMUN,219,66.96152,BTN
12729,XMUN,6553,65.14145,BOB
12730,XMUN,3840,67.82594,BOV
12731,XMUN,9413,21.874641,USD
12732,XMUN,8786,90.89836,BAM
12733,XMUN,957,8.015883,BWP
12734,XMUN,8743,27.22152,NOK
12735,XMUN,8168,68.43918,BRL
12736,XMUN,3624,96.13825,USD
12737,XMUN,7096,46.941742,BND
12738,XMUN,9398,7.49876,BGN
12739,XMUN,7960,75.368515,XOF
12740,XMUN,5936,83.85234,BIF
12741,XMUN,8697,90.383446,CVE
12742,XMUN,3795,8.587941,KHR
12743,XMUN,692,99.30105,XAF
12744,XMUN,7003,55.92045,CAD
12745,XMUN,6026,33.23465,KYD
12746,XMUN,6443,26.395575,XAF
12747,XMUN,1379,15.055001,XAF
12748,XMUN,7752,70.43632,CLP
12749,XMUN,964,51.23571,CLF
12750,XMUN,7718,93.995384,CNY
12751,XMUN,5185,63.39655,AUD
12752,XMUN,8306,1.001797,AUD
12753,XMUN,3125,12.652669,COP
12754,XMUN,3273,85.259285,COU
12755,XMUN,6757,19.227812,KMF
12756,XMUN,330,64.186066,CDF
12757,XMUN,8057,71.63803,XAF
12758,XMUN,6324,91.022446,NZD
12759,XMUN,9824,78.13723,CRC
12760,XMUN,9982,4.196254,XOF
12761,XMUN,4545,8.849847,HRK
12762,XMUN,4986,42.0669,CUP
12763,XMUN,7593,71.729454,CUC
12764,XMUN,6265,95.79433,ANG
12765,XMUN,1315,93.89882,EUR
12766,XMUN,786,38.97653,CZK
12767,XMUN,6546,30.837904,DKK
